54997,223.88,135
55081,224.22,130
55293,225.08,126
55524,226.02,126
55670,226.62,126
55806,227.17,125
55936,227.7,130
56010,228,131
56173,228.67,126
56344,229.36,122
56530,230.12,121
56811,231.26,120
56981,231.96,119
57097,232.43,113
57233,232.98,112
57353,233.47,111
57463,233.92,111
57651,234.68,109
57792,235.26,108
57919,235.77,106
58068,236.38,105
58164,236.77,105
58346,237.51,111
58427,237.84,108
58765,239.22,107
58947,239.96,111
59026,240.28,108
59128,240.7,106
59372,241.69,108
59502,242.22,109
59647,242.81,111
59809,243.47,112
59952,244.05,114
60039,244.4,113
60210,245.1,110
60436,246.02,111
60523,246.37,114
60640,246.85,112
60849,247.7,115
60932,248.04,115
61076,248.63,112
61239,249.29,111
61522,250.44,109
61625,250.86,115
61717,251.24,115
61907,252.01,111
62035,252.53,108
62191,253.17,110
62361,253.86,108
62538,254.58,113
62616,254.9,116
62704,255.25,119
62802,255.65,114
63012,256.51,114
63171,257.15,114
63428,258.2,109
63608,258.93,107
63812,259.76,106
64059,260.77,99
64403,262.17,97
64672,263.26,95
64964,264.45,98
65101,265.01,98
65101,265.01,90
65327,265.93,89
65543,266.81,84
66483,270.64,83
66688,271.47,81
67099,273.14,92
67099,273.15,82
67520,274.86,76
67938,276.56,70
68257,277.86,70
68463,278.7,69
68734,279.8,68
69021,280.97,68
69240,281.86,66
69684,283.67,66
69914,284.6,67
70143,285.54,67
70370,286.46,68
70590,287.36,66
70802,288.22,64
70944,288.8,67
71184,289.77,73
71266,290.11,74
71584,291.4,74
71793,292.25,76
72001,293.1,65
72207,293.94,68
72417,294.79,70
72621,295.62,71
72829,296.47,72
73014,297.22,73
73203,297.99,74
73379,298.71,80
73464,299.06,80
73909,300.87,80
74101,301.65,81
74289,302.41,82
74485,303.21,82
74686,304.03,82
74888,304.85,81
75088,305.67,81
75298,306.52,76
75504,307.36,77
75702,308.17,77
75902,308.98,77
76102,309.79,77
76306,310.62,77
76514,311.47,77
76716,312.29,78
76919,313.12,77
77130,313.98,77
77344,314.85,76
77557,315.72,71
77766,316.57,72
77982,317.45,72
78201,318.34,71
78425,319.25,71
78643,320.14,71
78832,320.91,71
79031,321.72,71
79239,322.56,71
79460,323.46,71
79685,324.38,70
79909,325.29,70
80132,326.2,70
80347,327.08,77
80414,327.35,82
80498,327.69,84
80637,328.26,85
80797,328.91,91
80871,329.21,93
81026,329.84,92
81252,330.76,92
81485,331.71,92
81706,332.61,92
81947,333.59,91
82186,334.56,91
82423,335.53,90
82653,336.46,90
82882,337.39,90
83091,338.25,90
83334,339.23,90
83563,340.17,90
83793,341.1,90
84018,342.02,89
84244,342.94,81
84479,343.9,76
84713,344.85,74
84941,345.78,72
85169,346.7,66
85394,347.62,64
85618,348.53,64
85838,349.43,64
86064,350.35,64
86297,351.3,65
86519,352.2,65
86734,353.08,65
86951,353.96,65
87172,354.86,66
87386,355.73,65
87599,356.6,66
87818,357.49,66
88032,358.36,66
